"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024/2025","Nova Scotia","2016A000212","Business, management and public administration","Constant dollars","370","units","0","v1411953596","4.7","22810","","","","0"
"2017/2018","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","18235","","","","0"
"2018/2019","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","18773","","","","0"
"2019/2020","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","19246","","","","0"
"2020/2021","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","20184","","","","0"
"2021/2022","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","20400","","","","0"
"2022/2023","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","20587","","","","0"
"2023/2024","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","23132","","","","0"
"2024/2025","Nova Scotia","2016A000212","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953597","4.8","24402","","","","0"
"2017/2018","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","18628","","","","0"
"2018/2019","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","19022","","","","0"
"2019/2020","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","19902","","","","0"
"2020/2021","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","20996","","","","0"
"2021/2022","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","21597","","","","0"
"2022/2023","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","21914","","","","0"
"2023/2024","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","27063","","","","0"
"2024/2025","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953598","4.9","28370","","","","0"
"2017/2018","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","20370","","","","0"
"2018/2019","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","20821","","","","0"
"2019/2020","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","21069","","","","0"
"2020/2021","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","21099","","","","0"
"2021/2022","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","19847","","","","0"
"2022/2023","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","22352","","","","0"
"2023/2024","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","28136","","","","0"
"2024/2025","Nova Scotia","2016A000212","Engineering","Constant dollars","370","units","0","v1411953599","4.10","29375","","","","0"
"2017/2018","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","18442","","","","0"
"2018/2019","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","18568","","","","0"
"2019/2020","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","19524","","","","0"
"2020/2021","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","20722","","","","0"
"2021/2022","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","21384","","","","0"
"2022/2023","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","21232","","","","0"
"2023/2024","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","25053","","","","0"
"2024/2025","Nova Scotia","2016A000212","Architecture","Constant dollars","370","units","0","v1411953600","4.11","26388","","","","0"
"2017/2018","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","18068","","","","0"
"2018/2019","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","16474","","","","0"
"2019/2020","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","17336","","","","0"
"2020/2021","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","18180","","","","0"
"2021/2022","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","18648","","","","0"
"2022/2023","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","17702","","","","0"
"2023/2024","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","20154","","","","0"
"2024/2025","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953601","4.12","21104","","","","0"
"2017/2018","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","53775","","","","0"
"2018/2019","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","54143","","","","0"
"2019/2020","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","54701","","","","0"
"2020/2021","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","55931","","","","0"
"2021/2022","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","55738","","","","0"
"2022/2023","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","53765","","","","0"
"2023/2024","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","53298","","","","0"
"2024/2025","Nova Scotia","2016A000212","Dentistry","Constant dollars","370","units","0","v1411953602","4.13","53345","","","","0"
"2017/2018","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","31936","","","","0"
"2018/2019","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","32156","","","","0"
"2019/2020","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","33255","","","","0"
"2020/2021","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","34762","","","","0"
"2021/2022","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","35376","","","","0"
"2022/2023","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","34796","","","","0"
"2023/2024","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","38432","","","","0"
"2024/2025","Nova Scotia","2016A000212","Medicine","Constant dollars","370","units","0","v1411953603","4.14","39779","","","","0"
"2017/2018","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","18506","","","","0"
"2018/2019","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","18678","","","","0"
"2019/2020","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","19022","","","","0"
"2020/2021","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","19338","","","","0"
"2021/2022","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","19490","","","","0"
"2022/2023","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","19967","","","","0"
"2023/2024","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","20104","","","","0"
"2024/2025","Nova Scotia","2016A000212","Nursing","Constant dollars","370","units","0","v1411953604","4.15","20921","","","","0"
"2017/2018","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","","..","","","0"
"2018/2019","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","24084","","","","0"
"2020/2021","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","","..","","","0"
"2022/2023","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","","..","","","0"
"2023/2024","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","30453","","","","0"
"2024/2025","Nova Scotia","2016A000212","Pharmacy","Constant dollars","370","units","0","v1411953605","4.16","31793","","","","0"
"2017/2018","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2018/2019","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2022/2023","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2023/2024","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2024/2025","Nova Scotia","2016A000212","Veterinary medicine","Constant dollars","370","units","0","v1411953606","4.17","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2018/2019","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2022/2023","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2023/2024","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2024/2025","Nova Scotia","2016A000212","Optometry","Constant dollars","370","units","0","v1411953607","4.18","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","17540","","","","0"
"2018/2019","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","17775","","","","0"
"2019/2020","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","18018","","","","0"
"2020/2021","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","17973","","","","0"
"2021/2022","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","17793","","","","0"
"2022/2023","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","17558","","","","0"
"2023/2024","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","19423","","","","0"
"2024/2025","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Constant dollars","370","units","0","v1411953608","4.19","20336","","","","0"
"2017/2018","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","","..","","","0"
"2018/2019","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","","..","","","0"
"2021/2022","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","","..","","","0"
"2022/2023","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","16453","","","","0"
"2023/2024","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","16305","","","","0"
"2024/2025","Nova Scotia","2016A000212","Personal, protective and transportation services","Constant dollars","370","units","0","v1427049973","4.20","16990","","","","0"
"2017/2018","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","14966","","","","0"
"2018/2019","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","16840","","","","0"
"2019/2020","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","21373","","","","0"
"2020/2021","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","21299","","","","0"
"2021/2022","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","17161","","","","0"
"2022/2023","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","16940","","","","0"
"2023/2024","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","16935","","","","0"
"2024/2025","New Brunswick","2016A000213","Education","Constant dollars","370","units","0","v1411953610","5.2","17359","","","","0"
"2017/2018","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","17148","","","","0"
"2018/2019","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","16904","","","","0"
"2019/2020","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","17071","","","","0"
"2020/2021","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","17092","","","","0"
"2021/2022","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","17283","","","","0"
"2022/2023","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","17172","","","","0"
"2023/2024","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","16283","","","","0"
"2024/2025","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Constant dollars","370","units","0","v1411953611","5.3","16466","","","","0"
"2017/2018","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","16586","","","","0"
"2018/2019","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","16393","","","","0"
"2019/2020","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","16921","","","","0"
"2020/2021","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","17055","","","","0"
"2021/2022","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","17445","","","","0"
"2022/2023","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","16999","","","","0"
"2023/2024","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","16857","","","","0"
"2024/2025","New Brunswick","2016A000213","Humanities","Constant dollars","370","units","0","v1411953612","5.4","17210","","","","0"
"2017/2018","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","14823","","","","0"
"2018/2019","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","14935","","","","0"
"2019/2020","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","15206","","","","0"
"2020/2021","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","15733","","","","0"
"2021/2022","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","16317","","","","0"
"2022/2023","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","16159","","","","0"
"2023/2024","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","15740","","","","0"
"2024/2025","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Constant dollars","370","units","0","v1411953613","5.5","15986","","","","0"
"2017/2018","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","13730","","","","0"
"2018/2019","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","13179","","","","0"
"2019/2020","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","12256","","","","0"
"2020/2021","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","13140","","","","0"
"2021/2022","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","15272","","","","0"
"2022/2023","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","16380","","","","0"
"2023/2024","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","15591","","","","0"
"2024/2025","New Brunswick","2016A000213","Law","Constant dollars","370","units","0","v1411953614","5.6","16775","","","","0"
"2017/2018","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","14396","","","","0"
"2018/2019","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15354","","","","0"
"2019/2020","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15924","","","","0"
"2020/2021","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15783","","","","0"
"2021/2022","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15885","","","","0"
"2022/2023","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15510","","","","0"
"2023/2024","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15329","","","","0"
"2024/2025","New Brunswick","2016A000213","Business, management and public administration","Constant dollars","370","units","0","v1411953615","5.7","15825","","","","0"
"2017/2018","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16143","","","","0"
"2018/2019","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16522","","","","0"
"2019/2020","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16865","","","","0"
"2020/2021","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16902","","","","0"
"2021/2022","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16738","","","","0"
"2022/2023","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16182","","","","0"
"2023/2024","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16061","","","","0"
"2024/2025","New Brunswick","2016A000213","Physical and life sciences and technologies","Constant dollars","370","units","0","v1411953616","5.8","16712","","","","0"
"2017/2018","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","14623","","","","0"
"2018/2019","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","14818","","","","0"
"2019/2020","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","15524","","","","0"
"2020/2021","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","16261","","","","0"
"2021/2022","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","16322","","","","0"
"2022/2023","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","15966","","","","0"
"2023/2024","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","16202","","","","0"
"2024/2025","New Brunswick","2016A000213","Mathematics, computer and information sciences","Constant dollars","370","units","0","v1411953617","5.9","16769","","","","0"
"2017/2018","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","15649","","","","0"
"2018/2019","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","15052","","","","0"
"2019/2020","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","15880","","","","0"
"2020/2021","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","16353","","","","0"
"2021/2022","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","16669","","","","0"
"2022/2023","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","16409","","","","0"
"2023/2024","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","16340","","","","0"
"2024/2025","New Brunswick","2016A000213","Engineering","Constant dollars","370","units","0","v1411953618","5.10","17259","","","","0"
"2017/2018","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2022/2023","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2023/2024","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2024/2025","New Brunswick","2016A000213","Architecture","Constant dollars","370","units","0","v1411953619","5.11","","..","","","0"
"2017/2018","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16918","","","","0"
"2018/2019","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16545","","","","0"
"2019/2020","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","17520","","","","0"
"2020/2021","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","17553","","","","0"
"2021/2022","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16945","","","","0"
"2022/2023","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16517","","","","0"
"2023/2024","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16398","","","","0"
"2024/2025","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Constant dollars","370","units","0","v1411953620","5.12","16940","","","","0"
"2017/2018","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2022/2023","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2023/2024","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2024/2025","New Brunswick","2016A000213","Dentistry","Constant dollars","370","units","0","v1411953621","5.13","","..","","","0"
"2017/2018","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2022/2023","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2023/2024","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2024/2025","New Brunswick","2016A000213","Medicine","Constant dollars","370","units","0","v1411953622","5.14","","..","","","0"
"2017/2018","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","12337","","","","0"
"2018/2019","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","12662","","","","0"
"2019/2020","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","13954","","","","0"
"2020/2021","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","14780","","","","0"
"2021/2022","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","15575","","","","0"
"2022/2023","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","14875","","","","0"
"2023/2024","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","14696","","","","0"
"2024/2025","New Brunswick","2016A000213","Nursing","Constant dollars","370","units","0","v1411953623","5.15","15126","","","","0"
"2017/2018","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2020/2021","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2021/2022","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2022/2023","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2023/2024","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2024/2025","New Brunswick","2016A000213","Pharmacy","Constant dollars","370","units","0","v1411953624","5.16","","..","","","0"
"2017/2018","New Brunswick","2016A000213","Veterinary medicine","Constant dollars","370","units","0","v1411953625","5.17","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Veterinary medicine","Constant dollars","370","units","0","v1411953625","5.17","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Veterinary medicine","Constant dollars","370","units","0","v1411953625","5.17","","..","","","0"
